organization_name,city,province,region,country,website,organization_type,sector,certification_date,estimated_expiry_date,certifier,source,cis_preselection_notes
Med Service SCS,Campodarsego,PD,Veneto,Italia,,azienda certificata PdR125,,2023-10-25,2026-10-25,SI CERT ITALY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-25; scadenza stimata 2026-10-25 assumendo validità triennale; ente certificatore: SI CERT ITALY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Società Cooperativa - Porta Bagagli Stazione Centrale Padova a r.l. (CPB 1952 Soc. Coop.),Padova,PD,Veneto,Italia,,azienda certificata PdR125,,2023-10-25,2026-10-25,DASA RÄGISTER S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-25; scadenza stimata 2026-10-25 assumendo validità triennale; ente certificatore: DASA RÄGISTER S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
CREDIT DATA RESEARCH ITALIA S.r.l.,Limena,PD,Veneto,Italia,,azienda certificata PdR125,,2023-10-26,2026-10-26,KIWA CERMET Italia S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-26; scadenza stimata 2026-10-26 assumendo validità triennale; ente certificatore: KIWA CERMET Italia S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
POSTE ITALIANE SPA,VENEZIA,VE,Veneto,Italia,,azienda certificata PdR125,,2023-10-26,2026-10-26,IMQ S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-26; scadenza stimata 2026-10-26 assumendo validità triennale; ente certificatore: IMQ S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
BORBONESE SPA,VERONA,VR,Veneto,Italia,,azienda certificata PdR125,,2023-10-27,2026-10-27,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-27; scadenza stimata 2026-10-27 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
SAS INSTITUTE S.R.L,VENEZIA,VE,Veneto,Italia,,azienda certificata PdR125,,2023-10-27,2026-10-27,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-27; scadenza stimata 2026-10-27 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
SAS INSTITUTE S.R.L.,VENEZIA,VE,Veneto,Italia,,azienda certificata PdR125,,2023-10-27,2026-10-27,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-27; scadenza stimata 2026-10-27 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
SICILVILLE S.R.L.,Padova,PD,Veneto,Italia,,azienda certificata PdR125,,2023-10-27,2026-10-27,DIMITTO Italia S.r.l. Società Benefit,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-27; scadenza stimata 2026-10-27 assumendo validità triennale; ente certificatore: DIMITTO Italia S.r.l. Società Benefit. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
GPG S.R.L.,San Giovanni Lupatoto,VR,Veneto,Italia,,azienda certificata PdR125,,2023-10-30,2026-10-30,SMC Società Mediterranea Certificazioni S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-30; scadenza stimata 2026-10-30 assumendo validità triennale; ente certificatore: SMC Società Mediterranea Certificazioni S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
NIPPON GASES PHARMA S.r.l.,BRUGINE,PD,Veneto,Italia,,azienda certificata PdR125,,2023-10-31,2026-10-31,RINA Services S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-10-31; scadenza stimata 2026-10-31 assumendo validità triennale; ente certificatore: RINA Services S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
BEOZZO COSTRUZIONI S.R.L.,Villa Bartolomea,VR,Veneto,Italia,,azienda certificata PdR125,,2023-11-02,2026-11-02,CERTIFICA S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-02; scadenza stimata 2026-11-02 assumendo validità triennale; ente certificatore: CERTIFICA S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
DNV BUSINESS ASSURANCE ITALY S.R.L.,Venezia,VE,Veneto,Italia,,azienda certificata PdR125,,2023-11-02,2026-11-02,UNITER S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-02; scadenza stimata 2026-11-02 assumendo validità triennale; ente certificatore: UNITER S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
BRUSSI COSTRUZIONI S.R.L.,Vodo Cadore,BL,Veneto,Italia,,azienda certificata PdR125,,2023-11-03,2026-11-03,CERSIST S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-03; scadenza stimata 2026-11-03 assumendo validità triennale; ente certificatore: CERSIST S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
G & A S.P.A.,MARGHERA,VE,Veneto,Italia,,azienda certificata PdR125,,2023-11-03,2026-11-03,CERTIQUALITY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-03; scadenza stimata 2026-11-03 assumendo validità triennale; ente certificatore: CERTIQUALITY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
VENETO SERVIZI SRL,Zero Branco,TV,Veneto,Italia,,azienda certificata PdR125,,2023-11-03,2026-11-03,SMC Società Mediterranea Certificazioni S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-03; scadenza stimata 2026-11-03 assumendo validità triennale; ente certificatore: SMC Società Mediterranea Certificazioni S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
TRIVENETA MULTISERVIZI SOCIETÀ COOPERATIVA SOCIALE,Padova,PD,Veneto,Italia,,azienda certificata PdR125,,2023-11-04,2026-11-04,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-04; scadenza stimata 2026-11-04 assumendo validità triennale; ente certificatore: GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
APLEONA ITALY S.p.A.,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-11-06,2026-11-06,SGS ICS ITALIA S.R.L.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-06; scadenza stimata 2026-11-06 assumendo validità triennale; ente certificatore: SGS ICS ITALIA S.R.L.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
AMAZON ITALIA TRANSPORT S.R.L,VERONA,VR,Veneto,Italia,,azienda certificata PdR125,,2023-11-08,2026-11-08,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-08; scadenza stimata 2026-11-08 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
JOB ITALIA S.P.A .,VENEZIA,VE,Veneto,Italia,,azienda certificata PdR125,,2023-11-08,2026-11-08,SMC Società Mediterranea Certificazioni S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-08; scadenza stimata 2026-11-08 assumendo validità triennale; ente certificatore: SMC Società Mediterranea Certificazioni S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
JOB ITALIA S.P.A.,Venezia,VE,Veneto,Italia,,azienda certificata PdR125,,2023-11-08,2026-11-08,SUSTAINY S.r.l. a Socio unico,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-08; scadenza stimata 2026-11-08 assumendo validità triennale; ente certificatore: SUSTAINY S.r.l. a Socio unico. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
RANGERS S.r.l.,Verona,VR,Veneto,Italia,,azienda certificata PdR125,,2023-11-09,2026-11-09,CERTITALIA S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-09; scadenza stimata 2026-11-09 assumendo validità triennale; ente certificatore: CERTITALIA S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Whitehall Reply S.r.l.,Padova,PD,Veneto,Italia,,azienda certificata PdR125,,2023-11-10,2026-11-10,DASA RÄGISTER S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-10; scadenza stimata 2026-11-10 assumendo validità triennale; ente certificatore: DASA RÄGISTER S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
DGS S.P.A,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-11-14,2026-11-14,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-14; scadenza stimata 2026-11-14 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
SAFETY21 S.p.A.,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-11-14,2026-11-14,APAVE CERTIFICATION ITALIA S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-14; scadenza stimata 2026-11-14 assumendo validità triennale; ente certificatore: APAVE CERTIFICATION ITALIA S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
ABB S.p.A.,Padova,PD,Veneto,Italia,,azienda certificata PdR125,,2023-11-15,2026-11-15,DNV Business Assurance Italy S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-15; scadenza stimata 2026-11-15 assumendo validità triennale; ente certificatore: DNV Business Assurance Italy S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
BOEHRINGER INGELHEIM ANIMAL HEALTH ITALIA SPA,NOVENTA PADOVANA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-11-17,2026-11-17,CERTIQUALITY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-17; scadenza stimata 2026-11-17 assumendo validità triennale; ente certificatore: CERTIQUALITY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
CONSORZIO STABILE ODOS SOCIETA’ CONSORTILE A R.L.,Verona,VR,Veneto,Italia,,azienda certificata PdR125,,2023-11-17,2026-11-17,CERTIFICA S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-17; scadenza stimata 2026-11-17 assumendo validità triennale; ente certificatore: CERTIFICA S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
RINA CONSULTING SPA,VENEZIA,VE,Veneto,Italia,,azienda certificata PdR125,,2023-11-17,2026-11-17,IMQ S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-17; scadenza stimata 2026-11-17 assumendo validità triennale; ente certificatore: IMQ S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
RINA SERVICES SPA,VENEZIA,VE,Veneto,Italia,,azienda certificata PdR125,,2023-11-17,2026-11-17,IMQ S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-17; scadenza stimata 2026-11-17 assumendo validità triennale; ente certificatore: IMQ S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
RINA SPA,VENEZIA,VE,Veneto,Italia,,azienda certificata PdR125,,2023-11-17,2026-11-17,IMQ S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-17; scadenza stimata 2026-11-17 assumendo validità triennale; ente certificatore: IMQ S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
SGS ITALIA SPA,Venezia,VE,Veneto,Italia,,azienda certificata PdR125,,2023-11-17,2026-11-17,UNITER S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-17; scadenza stimata 2026-11-17 assumendo validità triennale; ente certificatore: UNITER S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
PLURIMA S.P.A.,Limena,PD,Veneto,Italia,,azienda certificata PdR125,,2023-11-20,2026-11-20,ICDQ S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-20; scadenza stimata 2026-11-20 assumendo validità triennale; ente certificatore: ICDQ S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
GENERALI ITALIA S.P.A.,MOGLIANO VENETO,TV,Veneto,Italia,,azienda certificata PdR125,,2023-11-21,2026-11-21,RINA Services S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-21; scadenza stimata 2026-11-21 assumendo validità triennale; ente certificatore: RINA Services S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
BARZANO' & ZANARDO ROMA S.P.A.,VICENZA,VI,Veneto,Italia,,azienda certificata PdR125,,2023-11-22,2026-11-22,TÜV Italia S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-22; scadenza stimata 2026-11-22 assumendo validità triennale; ente certificatore: TÜV Italia S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
BARZANO' & ZANARDO S.P.A.,VICENZA,VI,Veneto,Italia,,azienda certificata PdR125,,2023-11-22,2026-11-22,TÜV Italia S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-22; scadenza stimata 2026-11-22 assumendo validità triennale; ente certificatore: TÜV Italia S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
LA SCALA SOCIETA' TRA AVVOCATI PER AZIONI,Vicenza,VI,Veneto,Italia,,azienda certificata PdR125,,2023-11-22,2026-11-22,ICIM S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-22; scadenza stimata 2026-11-22 assumendo validità triennale; ente certificatore: ICIM S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
P3 SRL,Villafranca Padovana,PD,Veneto,Italia,,azienda certificata PdR125,,2023-11-22,2026-11-22,DIMITTO Italia S.r.l. Società Benefit,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-22; scadenza stimata 2026-11-22 assumendo validità triennale; ente certificatore: DIMITTO Italia S.r.l. Società Benefit. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
Riva Giardini S.p.A.,Verona,VR,Veneto,Italia,,azienda certificata PdR125,,2023-11-22,2026-11-22,SI CERT ITALY S.r.l.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-22; scadenza stimata 2026-11-22 assumendo validità triennale; ente certificatore: SI CERT ITALY S.r.l.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
AVANADE ITALY S.R.L,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-11-24,2026-11-24,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-24; scadenza stimata 2026-11-24 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
CONFARTIGIANATO SERVIZI BELLUNO S.r.l.,BELLUNO,BL,Veneto,Italia,,azienda certificata PdR125,,2023-11-24,2026-11-24,SGS ICS ITALIA S.R.L.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-24; scadenza stimata 2026-11-24 assumendo validità triennale; ente certificatore: SGS ICS ITALIA S.R.L.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
GEMINI - S.R.L.,Venezia,VE,Veneto,Italia,,azienda certificata PdR125,,2023-11-24,2026-11-24,SMC Società Mediterranea Certificazioni S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-24; scadenza stimata 2026-11-24 assumendo validità triennale; ente certificatore: SMC Società Mediterranea Certificazioni S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
CIRFOOD S.C,PADOVA,PD,Veneto,Italia,,azienda certificata PdR125,,2023-11-27,2026-11-27,Bureau Veritas Certification Holding SAS Italy Branch,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-27; scadenza stimata 2026-11-27 assumendo validità triennale; ente certificatore: Bureau Veritas Certification Holding SAS Italy Branch. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
ENNOVA GO SRL,MESTRE,VE,Veneto,Italia,,azienda certificata PdR125,,2023-11-27,2026-11-27,IMQ S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-27; scadenza stimata 2026-11-27 assumendo validità triennale; ente certificatore: IMQ S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
GRUPPO FINCANTIERI,VILLORBA,TV,Veneto,Italia,,azienda certificata PdR125,,2023-11-27,2026-11-27,RINA Services S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-27; scadenza stimata 2026-11-27 assumendo validità triennale; ente certificatore: RINA Services S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
MARE GROUP SPA,VENEZIA,VE,Veneto,Italia,,azienda certificata PdR125,,2023-11-27,2026-11-27,IMQ S.p.A.,Accredia filtro Veneto UNI/PdR 125:2022,"Lead Veneto PdR125 per progetto ethics. Certificata UNI/PdR 125:2022; certificazione emessa il 2023-11-27; scadenza stimata 2026-11-27 assumendo validità triennale; ente certificatore: IMQ S.p.A.. Da verificare in WB0/WB1: sito ufficiale, settore rilevante, struttura del gruppo, referente e canale di contatto. Gancio ethics: rinnovo triennale PdR125, ordine documentale, evidenze per audit, possibile supporto operativo con E-docs."
